fpr,tpr,Species
0.0,0.0,setaria
0.0,0.007686781609195402,setaria
0.0,0.026005747126436784,setaria
0.0,0.058764367816091956,setaria
0.0,0.09942528735632183,setaria
0.0,0.15632183908045977,setaria
0.00035919540229885057,0.19439655172413794,setaria
0.00035919540229885057,0.2540948275862069,setaria
0.0004310344827586207,0.33484195402298844,setaria
0.0010057471264367818,0.42191091954022986,setaria
0.0017241379310344827,0.48728448275862063,setaria
0.002586206896551724,0.5216954022988507,setaria
0.0034482758620689655,0.5479885057471264,setaria
0.004022988505747127,0.5776580459770114,setaria
0.004956896551724138,0.5832614942528735,setaria
0.005818965517241379,0.6007183908045978,setaria
0.006752873563218391,0.6100574712643678,setaria
0.007614942528735633,0.6253591954022989,setaria
0.008548850574712644,0.6394396551724137,setaria
0.009410919540229885,0.6489942528735633,setaria
0.010344827586206896,0.6637931034482759,setaria
0.011206896551724138,0.6843390804597702,setaria
0.012140804597701149,0.7001436781609196,setaria
0.013290229885057472,0.7038793103448275,setaria
0.014511494252873564,0.7091954022988506,setaria
0.015517241379310345,0.7140804597701149,setaria
0.016451149425287356,0.7186781609195402,setaria
0.017600574712643677,0.7275143678160919,setaria
0.01860632183908046,0.7420258620689655,setaria
0.019468390804597703,0.750287356321839,setaria
0.02040229885057471,0.755028735632184,setaria
0.021264367816091954,0.7619971264367816,setaria
0.022198275862068965,0.7677442528735632,setaria
0.023060344827586208,0.7733477011494253,setaria
0.024066091954022987,0.7805316091954024,setaria
0.025215517241379316,0.7887212643678161,setaria
0.02614942528735632,0.7924568965517242,setaria
0.027011494252873563,0.7945402298850575,setaria
0.02801724137931035,0.796551724137931,setaria
0.029454022988505746,0.7989224137931034,setaria
0.0305316091954023,0.8003591954022988,setaria
0.03168103448275862,0.8052442528735633,setaria
0.03290229885057471,0.8105603448275861,setaria
0.03433908045977012,0.8132902298850574,setaria
0.03635057471264368,0.8167385057471265,setaria
0.03793103448275863,0.81875,setaria
0.03943965517241379,0.8204741379310345,setaria
0.04030172413793103,0.8218390804597702,setaria
0.04123563218390804,0.8241379310344827,setaria
0.04252873563218391,0.8260775862068966,setaria
0.043821839080459765,0.827801724137931,setaria
0.04511494252873564,0.829669540229885,setaria
0.04719827586206896,0.830962643678161,setaria
0.04820402298850575,0.8326867816091953,setaria
0.04985632183908045,0.8367097701149426,setaria
0.05201149425287357,0.8390086206896552,setaria
0.05423850574712644,0.8411637931034482,setaria
0.05538793103448275,0.844971264367816,setaria
0.056896551724137934,0.8477011494252874,setaria
0.05818965517241379,0.8495689655172415,setaria
0.059554597701149424,0.8512931034482758,setaria
0.06056034482758621,0.8535201149425287,setaria
0.06206896551724138,0.8549568965517242,setaria
0.06336206896551724,0.8568965517241379,setaria
0.06522988505747127,0.8589080459770114,setaria
0.06652298850574712,0.8616379310344827,setaria
0.06817528735632183,0.8642241379310345,setaria
0.06903735632183908,0.8660201149425287,setaria
0.07104885057471265,0.8674568965517242,setaria
0.07234195402298851,0.8688936781609196,setaria
0.07399425287356322,0.870330459770115,setaria
0.07514367816091953,0.8730603448275861,setaria
0.0762212643678161,0.8750718390804598,setaria
0.0776580459770115,0.8770833333333334,setaria
0.07931034482758621,0.8789511494252874,setaria
0.08017241379310344,0.8803160919540229,setaria
0.08117816091954022,0.8821839080459771,setaria
0.08333333333333334,0.8831896551724139,setaria
0.08642241379310345,0.8846264367816092,setaria
0.08814655172413792,0.8861350574712645,setaria
0.09022988505747127,0.8878591954022989,setaria
0.09238505747126438,0.8889367816091955,setaria
0.09497126436781608,0.8897988505747125,setaria
0.09741379310344829,0.8910919540229886,setaria
0.09942528735632183,0.8919540229885058,setaria
0.10028735632183909,0.8931034482758621,setaria
0.10208333333333333,0.8945402298850574,setaria
0.10308908045977012,0.8964798850574713,setaria
0.10567528735632185,0.8973419540229883,setaria
0.10754310344827586,0.8989224137931033,setaria
0.10926724137931032,0.9003591954022989,setaria
0.11228448275862069,0.9017959770114942,setaria
0.11379310344827587,0.9038074712643678,setaria
0.11479885057471265,0.9047413793103448,setaria
0.1180316091954023,0.9058908045977011,setaria
0.11989942528735631,0.9075431034482758,setaria
0.1223419540229885,0.9091235632183908,setaria
0.12636494252873565,0.9108477011494251,setaria
0.1283045977011494,0.9119971264367817,setaria
0.1298850574712644,0.913146551724138,setaria
0.1324712643678161,0.914727011494253,setaria
0.1353448275862069,0.9158764367816092,setaria
0.13793103448275862,0.9167385057471265,setaria
0.14022988505747125,0.9177442528735632,setaria
0.1418103448275862,0.9191810344827586,setaria
0.14339080459770115,0.9202586206896551,setaria
0.14511494252873564,0.9214080459770116,setaria
0.1468390804597701,0.923419540229885,setaria
0.14849137931034484,0.924712643678161,setaria
0.15035919540229886,0.925933908045977,setaria
0.15387931034482757,0.9267959770114944,setaria
0.15862068965517243,0.9279454022988507,setaria
0.16120689655172413,0.9292385057471264,setaria
0.16350574712643678,0.9303160919540229,setaria
0.16695402298850576,0.9314655172413794,setaria
0.17126436781609197,0.933117816091954,setaria
0.17507183908045978,0.9339798850574713,setaria
0.17866379310344832,0.9349137931034484,setaria
0.18204022988505747,0.9357758620689655,setaria
0.1829022988505747,0.9367097701149426,setaria
0.1845545977011494,0.9377155172413794,setaria
0.18857758620689657,0.9388649425287356,setaria
0.19116379310344828,0.9397270114942529,setaria
0.1928879310344828,0.9406609195402298,setaria
0.1951867816091954,0.9415229885057471,setaria
0.20007183908045975,0.9425287356321839,setaria
0.20862068965517241,0.9436781609195404,setaria
0.2168103448275862,0.9446120689655173,setaria
0.22097701149425286,0.9454741379310345,setaria
0.22658045977011493,0.9464080459770117,setaria
0.23390804597701148,0.9472701149425287,setaria
0.2442528735632184,0.9482040229885058,setaria
0.24820402298850572,0.9493534482758621,setaria
0.25797413793103446,0.9503591954022989,setaria
0.26285919540229885,0.9512212643678162,setaria
0.26745689655172417,0.9521551724137931,setaria
0.2712643678160919,0.9530172413793103,setaria
0.2760057471264368,0.9539511494252875,setaria
0.28182471264367814,0.9548132183908045,setaria
0.2872844827586207,0.9561063218390805,setaria
0.2938218390804598,0.9569683908045977,setaria
0.30143678160919546,0.9579741379310345,setaria
0.3080459770114942,0.9592672413793103,setaria
0.31623563218390804,0.9604166666666666,setaria
0.3244252873563218,0.9612787356321839,setaria
0.3280172413793104,0.962212643678161,setaria
0.3349137931034482,0.9632183908045977,setaria
0.3396551724137931,0.964367816091954,setaria
0.34102011494252876,0.9655172413793103,setaria
0.3457614942528736,0.9665229885057471,setaria
0.35316091954022993,0.9673850574712644,setaria
0.35603448275862065,0.9683189655172413,setaria
0.36192528735632185,0.9691810344827585,setaria
0.3718390804597701,0.9710488505747128,setaria
0.3894396551724138,0.9723419540229885,setaria
0.3987787356321839,0.9733477011494251,setaria
0.4015804597701149,0.9742097701149424,setaria
0.40459770114942534,0.9752155172413793,setaria
0.40790229885057466,0.9763649425287356,setaria
0.4125,0.9772988505747126,setaria
0.4209770114942528,0.9784482758620691,setaria
0.4307471264367816,0.9794540229885058,setaria
0.444683908045977,0.9803160919540229,setaria
0.46135057471264374,0.98125,setaria
0.4774425287356322,0.9821120689655173,setaria
0.49626436781609196,0.9830459770114943,setaria
0.5176724137931035,0.9841954022988505,setaria
0.5475574712643678,0.9852011494252875,setaria
0.5677442528735632,0.9860632183908045,setaria
0.5946120689655172,0.9869971264367816,setaria
0.6218390804597701,0.9878591954022988,setaria
0.6333333333333333,0.9887931034482758,setaria
0.6461206896551724,0.9896551724137931,setaria
0.6649425287356322,0.9905890804597701,setaria
0.7098419540229886,0.9914511494252874,setaria
0.7313936781609196,0.9923850574712644,setaria
0.7426724137931033,0.9932471264367816,setaria
0.7525862068965516,0.9941810344827585,setaria
0.7749281609195403,0.9948994252873564,setaria
0.7926005747126436,0.995617816091954,setaria
0.8240660919540229,0.9964798850574713,setaria
0.8533764367816092,0.9974137931034484,setaria
0.8711925287356321,0.9982758620689655,setaria
0.892169540229885,0.9992097701149426,setaria
1.0,1.0,setaria
